SERVICE NUMBER,REQUEST DATE,LOCATION,WARD,DISTRICT COUNCIL,STATUS,REQUEST TYPE,REQUEST DESCRIPTION,SEE_CLICK_FIX WEBSITE SUBMISSION,MAP LOCATION,LATITUDE,LONGITUDE,GEOCODER
4049797,"FRIDAY, FEBRUARY 06, 2015",929 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"929 MARGARET ST
St Paul, MN
(44.96125, -93.061454)",44.96125,-93.061454,extracted
4049798,"FRIDAY, FEBRUARY 06, 2015",453 FRY ST ,4,13,Resolved,Complaint,Snow Walk,No,"453 FRY ST
St Paul, MN
(44.954912, -93.169518)",44.954912,-93.169518,extracted
4049799,"FRIDAY, FEBRUARY 06, 2015",353 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"353 FULLER AVE
St Paul, MN
(44.953974, -93.114967)",44.953974,-93.114967,extracted
4049800,"FRIDAY, FEBRUARY 06, 2015",360 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"360 FULLER AVE
St Paul, MN
(44.953978, -93.11532)",44.953978,-93.11532,extracted
4049801,"FRIDAY, FEBRUARY 06, 2015",437 FRY ST ,4,13,Resolved,Complaint,Snow Walk,No,"437 FRY ST
St Paul, MN
(44.95452, -93.16958)",44.95452,-93.16958,extracted
4049802,"FRIDAY, FEBRUARY 06, 2015",945 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"945 MARGARET ST
St Paul, MN
(44.96125, -93.060585)",44.96125,-93.060585,extracted
4049803,"FRIDAY, FEBRUARY 06, 2015",365 FULLER AVE ,1,8,Resolved,Complaint,Snow Walk,No,"365 FULLER AVE
St Paul, MN
(44.953978, -93.11535)",44.953978,-93.11535,extracted
4049804,"FRIDAY, FEBRUARY 06, 2015",975 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"975 MARGARET ST
St Paul, MN
(44.961245, -93.059353)",44.961245,-93.059353,extracted
4049805,"FRIDAY, FEBRUARY 06, 2015",366 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"366 FULLER AVE
St Paul, MN
(44.95398, -93.115536)",44.95398,-93.115536,extracted
4049806,"FRIDAY, FEBRUARY 06, 2015",369 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"369 FULLER AVE
St Paul, MN
(44.95398, -93.115542)",44.95398,-93.115542,extracted
4049807,"FRIDAY, FEBRUARY 06, 2015",398 FRY ST ,4,13,Resolved,Complaint,Snow Walk,No,"398 FRY ST
St Paul, MN
(44.953234, -93.169614)",44.953234,-93.169614,extracted
4049808,"FRIDAY, FEBRUARY 06, 2015",370 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"370 FULLER AVE
St Paul, MN
(44.953983, -93.115728)",44.953983,-93.115728,extracted
4049809,"FRIDAY, FEBRUARY 06, 2015",988 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"988 MARGARET ST
St Paul, MN
(44.961251, -93.058894)",44.961251,-93.058894,extracted
4049810,"FRIDAY, FEBRUARY 06, 2015",393 FRY ST ,4,13,Resolved,Complaint,Snow Walk,No,"393 FRY ST
St Paul, MN
(44.953121, -93.169614)",44.953121,-93.169614,extracted
4049811,"FRIDAY, FEBRUARY 06, 2015",372 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"372 FULLER AVE
St Paul, MN
(44.953982, -93.115676)",44.953982,-93.115676,extracted
4049812,"FRIDAY, FEBRUARY 06, 2015",381 FRY ST ,4,13,Resolved,Complaint,Snow Walk,No,"381 FRY ST
St Paul, MN
(44.952781, -93.169615)",44.952781,-93.169615,extracted
4049813,"FRIDAY, FEBRUARY 06, 2015",770 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"770 FULLER AVE
St Paul, MN
(44.953937, -93.132742)",44.953937,-93.132742,extracted
4049814,"FRIDAY, FEBRUARY 06, 2015",385 FRY ST ,4,13,Resolved,Complaint,Snow Walk,No,"385 FRY ST
St Paul, MN
(44.952905, -93.169614)",44.952905,-93.169614,extracted
4049815,"FRIDAY, FEBRUARY 06, 2015",992 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"992 MARGARET ST
St Paul, MN
(44.961254, -93.05874)",44.961254,-93.05874,extracted
4049816,"FRIDAY, FEBRUARY 06, 2015",977 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"977 FULLER AVE
St Paul, MN
(44.953926, -93.141351)",44.953926,-93.141351,extracted
4049818,"FRIDAY, FEBRUARY 06, 2015",1889 ST ANTHONY AVE ,4,13,Resolved,Complaint,Snow Walk,No,"1889 ST ANTHONY AVE
St Paul, MN
(44.952959, -93.179172)",44.952959,-93.179172,extracted
4049820,"FRIDAY, FEBRUARY 06, 2015",975 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"975 FULLER AVE
St Paul, MN
(44.953926, -93.141196)",44.953926,-93.141196,extracted
4049821,"FRIDAY, FEBRUARY 06, 2015",1901 ST ANTHONY AVE ,4,13,Resolved,Complaint,Snow Walk,No,"1901 ST ANTHONY AVE
St Paul, MN
(44.953319, -93.180276)",44.953319,-93.180276,extracted
4049822,"FRIDAY, FEBRUARY 06, 2015",630 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"630 FULLER AVE
St Paul, MN
(44.953933, -93.126848)",44.953933,-93.126848,extracted
4049823,"FRIDAY, FEBRUARY 06, 2015",1921 ST ANTHONY AVE ,4,13,Resolved,Complaint,Snow Walk,No,"1921 ST ANTHONY AVE
St Paul, MN
(44.953516, -93.180883)",44.953516,-93.180883,extracted
4049824,"FRIDAY, FEBRUARY 06, 2015",643 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"643 FULLER AVE
St Paul, MN
(44.953935, -93.127317)",44.953935,-93.127317,extracted
4049826,"FRIDAY, FEBRUARY 06, 2015",642 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"642 FULLER AVE
St Paul, MN
(44.953935, -93.127304)",44.953935,-93.127304,extracted
4049827,"FRIDAY, FEBRUARY 06, 2015",1821 SELBY AVE ,4,13,Resolved,Complaint,Snow Walk,No,"1821 SELBY AVE
St Paul, MN
(44.946164, -93.177371)",44.946164,-93.177371,extracted
4049828,"FRIDAY, FEBRUARY 06, 2015",689 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"689 FULLER AVE
St Paul, MN
(44.953941, -93.129383)",44.953941,-93.129383,extracted
4049829,"FRIDAY, FEBRUARY 06, 2015",702 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"702 FULLER AVE
St Paul, MN
(44.95394, -93.129838)",44.95394,-93.129838,extracted
4049831,"FRIDAY, FEBRUARY 06, 2015",2051 GRAND AVE ,4,14,Resolved,Complaint,Snow Walk,No,"2051 GRAND AVE
St Paul, MN
(44.940114, -93.187018)",44.940114,-93.187018,extracted
4049832,"FRIDAY, FEBRUARY 06, 2015",711 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"711 FULLER AVE
St Paul, MN
(44.95394, -93.130145)",44.95394,-93.130145,extracted
4049833,"FRIDAY, FEBRUARY 06, 2015",714 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"714 FULLER AVE
St Paul, MN
(44.95394, -93.130296)",44.95394,-93.130296,extracted
4049834,"FRIDAY, FEBRUARY 06, 2015",109 CLEVELAND AVE S,4,14,Resolved,Complaint,Snow Walk,No,"109 CLEVELAND AVE S
St Paul, MN
(44.938321, -93.187373)",44.938321,-93.187373,extracted
4049835,"FRIDAY, FEBRUARY 06, 2015",1011 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"1011 MARGARET ST
St Paul, MN
(44.96127, -93.057884)",44.96127,-93.057884,extracted
4049836,"FRIDAY, FEBRUARY 06, 2015",725 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"725 FULLER AVE
St Paul, MN
(44.95394, -93.130757)",44.95394,-93.130757,extracted
4049837,"FRIDAY, FEBRUARY 06, 2015",736 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"736 FULLER AVE
St Paul, MN
(44.953939, -93.131136)",44.953939,-93.131136,extracted
4049838,"FRIDAY, FEBRUARY 06, 2015",127 CLEVELAND AVE S,4,14,Resolved,Complaint,Snow Walk,No,"127 CLEVELAND AVE S
St Paul, MN
(44.937726, -93.187368)",44.937726,-93.187368,extracted
4049839,"FRIDAY, FEBRUARY 06, 2015",745 FULLER AVE ,1,8,Resolved,Complaint,Snow Walk,No,"745 FULLER AVE
St Paul, MN
(44.953938, -93.131743)",44.953938,-93.131743,extracted
4049840,"FRIDAY, FEBRUARY 06, 2015",1013 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"1013 MARGARET ST
St Paul, MN
(44.961273, -93.05773)",44.961273,-93.05773,extracted
4049841,"FRIDAY, FEBRUARY 06, 2015",766 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"766 FULLER AVE
St Paul, MN
(44.953937, -93.132602)",44.953937,-93.132602,extracted
4049842,"FRIDAY, FEBRUARY 06, 2015",1016 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"1016 MARGARET ST
St Paul, MN
(44.961273, -93.057535)",44.961273,-93.057535,extracted
4049843,"FRIDAY, FEBRUARY 06, 2015",775 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"775 FULLER AVE
St Paul, MN
(44.953937, -93.132889)",44.953937,-93.132889,extracted
4049844,"FRIDAY, FEBRUARY 06, 2015",420 CLEVELAND AVE S,3,14,Resolved,Complaint,Snow Walk,No,"420 CLEVELAND AVE S
St Paul, MN
(44.929146, -93.187383)",44.929146,-93.187383,extracted
4049845,"FRIDAY, FEBRUARY 06, 2015",792 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"792 FULLER AVE
St Paul, MN
(44.953935, -93.133727)",44.953935,-93.133727,extracted
4049846,"FRIDAY, FEBRUARY 06, 2015",1021 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"1021 MARGARET ST
St Paul, MN
(44.961273, -93.057432)",44.961273,-93.057432,extracted
4049847,"FRIDAY, FEBRUARY 06, 2015",1696 IGLEHART AVE ,4,13,Resolved,Complaint,Garbage Rubbish,No,"1696 IGLEHART AVE
St Paul, MN
(44.949322, -93.171958)",44.949322,-93.171958,extracted
4049848,"FRIDAY, FEBRUARY 06, 2015",795 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"795 FULLER AVE
St Paul, MN
(44.953935, -93.133807)",44.953935,-93.133807,extracted
4049849,"FRIDAY, FEBRUARY 06, 2015",799 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"799 FULLER AVE
St Paul, MN
(44.953934, -93.134036)",44.953934,-93.134036,extracted
4049850,"FRIDAY, FEBRUARY 06, 2015",1022 MARGARET ST ,7,4,Transfer to VB,Complaint,Snow Walk,No,"1022 MARGARET ST
St Paul, MN
(44.961272, -93.057302)",44.961272,-93.057302,extracted
4049851,"FRIDAY, FEBRUARY 06, 2015",2379 7TH ST W,3,15,Resolved,Complaint,Snow Walk,No,"2379 7TH ST W
St Paul, MN
(44.903586, -93.166578)",44.903586,-93.166578,extracted
4049852,"FRIDAY, FEBRUARY 06, 2015",819 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"819 FULLER AVE
St Paul, MN
(44.953933, -93.134649)",44.953933,-93.134649,extracted
4049853,"FRIDAY, FEBRUARY 06, 2015",840 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"840 FULLER AVE
St Paul, MN
(44.953926, -93.135661)",44.953926,-93.135661,extracted
4049854,"FRIDAY, FEBRUARY 06, 2015",2196 7TH ST W,3,15,Resolved,Complaint,Snow Walk,No,"2196 7TH ST W
St Paul, MN
(44.90649, -93.16023)",44.90649,-93.16023,extracted
4049855,"FRIDAY, FEBRUARY 06, 2015",841 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"841 FULLER AVE
St Paul, MN
(44.953926, -93.135652)",44.953926,-93.135652,extracted
4049856,"FRIDAY, FEBRUARY 06, 2015",1028 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"1028 MARGARET ST
St Paul, MN
(44.961271, -93.057115)",44.961271,-93.057115,extracted
4049857,"FRIDAY, FEBRUARY 06, 2015",844 FULLER AVE ,1,8,Resolved,Complaint,Snow Walk,No,"844 FULLER AVE
St Paul, MN
(44.953925, -93.135816)",44.953925,-93.135816,extracted
4049859,"FRIDAY, FEBRUARY 06, 2015",870 FULLER AVE ,1,8,Resolved,Complaint,Snow Walk,No,"870 FULLER AVE
St Paul, MN
(44.953916, -93.136978)",44.953916,-93.136978,extracted
4049860,"FRIDAY, FEBRUARY 06, 2015",878 FULLER AVE ,1,8,Resolved,Complaint,Snow Walk,No,"878 FULLER AVE
St Paul, MN
(44.953913, -93.137284)",44.953913,-93.137284,extracted
4049861,"FRIDAY, FEBRUARY 06, 2015",1870 7TH ST W,2,9,Resolved,Complaint,Snow Walk,No,"1870 7TH ST W
St Paul, MN
(44.91178, -93.150219)",44.91178,-93.150219,extracted
4049862,"FRIDAY, FEBRUARY 06, 2015",1098 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"1098 MARGARET ST
St Paul, MN
(44.961255, -93.054093)",44.961255,-93.054093,extracted
4049863,"FRIDAY, FEBRUARY 06, 2015",886 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"886 FULLER AVE
St Paul, MN
(44.95391, -93.137629)",44.95391,-93.137629,extracted
4049864,"FRIDAY, FEBRUARY 06, 2015",901 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"901 FULLER AVE
St Paul, MN
(44.953913, -93.138197)",44.953913,-93.138197,extracted
4049865,"FRIDAY, FEBRUARY 06, 2015",1691 MARSHALL AVE ,4,13,Resolved,Complaint,Garbage Rubbish,No,"1691 MARSHALL AVE
St Paul, MN
(44.948446, -93.171791)",44.948446,-93.171791,extracted
4049866,"FRIDAY, FEBRUARY 06, 2015",1110 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"1110 MARGARET ST
St Paul, MN
(44.961253, -93.053725)",44.961253,-93.053725,extracted
4049867,"FRIDAY, FEBRUARY 06, 2015",914 FULLER AVE ,1,8,Resolved,Complaint,Snow Walk,No,"914 FULLER AVE
St Paul, MN
(44.953916, -93.138653)",44.953916,-93.138653,extracted
4049868,"FRIDAY, FEBRUARY 06, 2015",1112 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"1112 MARGARET ST
St Paul, MN
(44.961252, -93.053575)",44.961252,-93.053575,extracted
4049869,"FRIDAY, FEBRUARY 06, 2015",930 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"930 FULLER AVE
St Paul, MN
(44.953921, -93.139501)",44.953921,-93.139501,extracted
4049870,"FRIDAY, FEBRUARY 06, 2015",1116 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"1116 MARGARET ST
St Paul, MN
(44.961251, -93.053263)",44.961251,-93.053263,extracted
4049871,"FRIDAY, FEBRUARY 06, 2015",934 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"934 FULLER AVE
St Paul, MN
(44.953922, -93.139652)",44.953922,-93.139652,extracted
4049872,"FRIDAY, FEBRUARY 06, 2015",866 CLEAR AVE ,6,5,Transfer to VB,Complaint,Snow Walk,No,"866 CLEAR AVE
St Paul, MN
(44.982052, -93.064028)",44.982052,-93.064028,extracted
4049873,"FRIDAY, FEBRUARY 06, 2015",949 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"949 FULLER AVE
St Paul, MN
(44.953926, -93.140276)",44.953926,-93.140276,extracted
4049874,"FRIDAY, FEBRUARY 06, 2015",1118 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"1118 MARGARET ST
St Paul, MN
(44.961251, -93.053113)",44.961251,-93.053113,extracted
4049875,"FRIDAY, FEBRUARY 06, 2015",955 FULLER AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"955 FULLER AVE
St Paul, MN
(44.953927, -93.140432)",44.953927,-93.140432,extracted
4049876,"FRIDAY, FEBRUARY 06, 2015",232 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"232 AURORA AVE
St Paul, MN
(44.954888, -93.110089)",44.954888,-93.110089,extracted
4049877,"FRIDAY, FEBRUARY 06, 2015",1125 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"1125 MARGARET ST
St Paul, MN
(44.961251, -93.052965)",44.961251,-93.052965,extracted
4049878,"FRIDAY, FEBRUARY 06, 2015",245 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"245 AURORA AVE
St Paul, MN
(44.954887, -93.110512)",44.954887,-93.110512,extracted
4049879,"FRIDAY, FEBRUARY 06, 2015",249 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"249 AURORA AVE
St Paul, MN
(44.954887, -93.110604)",44.954887,-93.110604,extracted
4049880,"FRIDAY, FEBRUARY 06, 2015",1127 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"1127 MARGARET ST
St Paul, MN
(44.961251, -93.052806)",44.961251,-93.052806,extracted
4049881,"FRIDAY, FEBRUARY 06, 2015",1691 MARSHALL AVE ,4,13,Resolved,Complaint,Snow Walk,No,"1691 MARSHALL AVE
St Paul, MN
(44.948446, -93.171791)",44.948446,-93.171791,extracted
4049882,"FRIDAY, FEBRUARY 06, 2015",263 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"263 AURORA AVE
St Paul, MN
(44.954885, -93.111311)",44.954885,-93.111311,extracted
4049883,"FRIDAY, FEBRUARY 06, 2015",277 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"277 AURORA AVE
St Paul, MN
(44.954883, -93.111583)",44.954883,-93.111583,extracted
4049885,"FRIDAY, FEBRUARY 06, 2015",283 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"283 AURORA AVE
St Paul, MN
(44.954882, -93.111816)",44.954882,-93.111816,extracted
4049886,"FRIDAY, FEBRUARY 06, 2015",1130 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"1130 MARGARET ST
St Paul, MN
(44.961251, -93.052586)",44.961251,-93.052586,extracted
4049887,"FRIDAY, FEBRUARY 06, 2015",722 MARYLAND AVE E,6,5,Transfer to VB,Complaint,Snow Walk,No,"722 MARYLAND AVE E
St Paul, MN
(44.977495, -93.070049)",44.977495,-93.070049,extracted
4049888,"FRIDAY, FEBRUARY 06, 2015",295 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"295 AURORA AVE
St Paul, MN
(44.954879, -93.112508)",44.954879,-93.112508,extracted
4049890,"FRIDAY, FEBRUARY 06, 2015",305 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"305 AURORA AVE
St Paul, MN
(44.954878, -93.112725)",44.954878,-93.112725,extracted
4049892,"FRIDAY, FEBRUARY 06, 2015",1019 BOWDOIN ST ,3,15,Resolved,Complaint,Garbage Rubbish,No,"1019 BOWDOIN ST
St Paul, MN
(44.910509, -93.18852)",44.910509,-93.18852,extracted
4049893,"FRIDAY, FEBRUARY 06, 2015",376 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"376 AURORA AVE
St Paul, MN
(44.954869, -93.115929)",44.954869,-93.115929,extracted
4049894,"FRIDAY, FEBRUARY 06, 2015",358 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"358 AURORA AVE
St Paul, MN
(44.954865, -93.115152)",44.954865,-93.115152,extracted
4049895,"FRIDAY, FEBRUARY 06, 2015",352 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"352 AURORA AVE
St Paul, MN
(44.954864, -93.11496)",44.954864,-93.11496,extracted
4049896,"FRIDAY, FEBRUARY 06, 2015",327 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"327 AURORA AVE
St Paul, MN
(44.954872, -93.113651)",44.954872,-93.113651,extracted
4049897,"FRIDAY, FEBRUARY 06, 2015",1710 7TH ST W,2,9,Resolved,Complaint,Snow Walk,No,"1710 7TH ST W
St Paul, MN
(44.914884, -93.145662)",44.914884,-93.145662,extracted
4049898,"FRIDAY, FEBRUARY 06, 2015",1048 AURORA AVE ,1,8,Resolved,Complaint,Snow Walk,No,"1048 AURORA AVE
St Paul, MN
(44.954846, -93.144651)",44.954846,-93.144651,extracted
4049899,"FRIDAY, FEBRUARY 06, 2015",1034 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"1034 AURORA AVE
St Paul, MN
(44.954848, -93.143731)",44.954848,-93.143731,extracted
4049900,"FRIDAY, FEBRUARY 06, 2015",1141 MARGARET ST ,7,4,Resolved,Complaint,Snow Walk,No,"1141 MARGARET ST
St Paul, MN
(44.961251, -93.052353)",44.961251,-93.052353,extracted
4049902,"FRIDAY, FEBRUARY 06, 2015",1542 7TH ST W,2,9,Resolved,Complaint,Snow Walk,No,"1542 7TH ST W
St Paul, MN
(44.917577, -93.14169)",44.917577,-93.14169,extracted
4049903,"FRIDAY, FEBRUARY 06, 2015",1028 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"1028 AURORA AVE
St Paul, MN
(44.954848, -93.143579)",44.954848,-93.143579,extracted
4049904,"FRIDAY, FEBRUARY 06, 2015",1020 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"1020 AURORA AVE
St Paul, MN
(44.954847, -93.143298)",44.954847,-93.143298,extracted
4049905,"FRIDAY, FEBRUARY 06, 2015",668 DULUTH ST ,7,4,Resolved,Complaint,Snow Walk,No,"668 DULUTH ST
St Paul, MN
(44.96164, -93.050783)",44.96164,-93.050783,extracted
4049906,"FRIDAY, FEBRUARY 06, 2015",1324 7TH ST W,2,9,Resolved,Complaint,Snow Walk,No,"1324 7TH ST W
St Paul, MN
(44.921475, -93.135951)",44.921475,-93.135951,extracted
4049908,"FRIDAY, FEBRUARY 06, 2015",1016 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"1016 AURORA AVE
St Paul, MN
(44.954846, -93.143124)",44.954846,-93.143124,extracted
4049910,"FRIDAY, FEBRUARY 06, 2015",1008 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"1008 AURORA AVE
St Paul, MN
(44.954845, -93.142744)",44.954845,-93.142744,extracted
4049911,"FRIDAY, FEBRUARY 06, 2015",1296 7TH ST W,2,9,Resolved,Complaint,Snow Walk,No,"1296 7TH ST W
St Paul, MN
(44.921857, -93.135387)",44.921857,-93.135387,extracted
4049912,"FRIDAY, FEBRUARY 06, 2015",686 DULUTH ST ,7,4,Resolved,Complaint,Snow Walk,No,"686 DULUTH ST
St Paul, MN
(44.962012, -93.050779)",44.962012,-93.050779,extracted
4049913,"FRIDAY, FEBRUARY 06, 2015",990 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"990 AURORA AVE
St Paul, MN
(44.954843, -93.14208)",44.954843,-93.14208,extracted
4049914,"FRIDAY, FEBRUARY 06, 2015",971 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"971 AURORA AVE
St Paul, MN
(44.954843, -93.14096)",44.954843,-93.14096,extracted
4049915,"FRIDAY, FEBRUARY 06, 2015",1280 7TH ST W,2,9,Resolved,Complaint,Snow Walk,No,"1280 7TH ST W
St Paul, MN
(44.922129, -93.134987)",44.922129,-93.134987,extracted
4049916,"FRIDAY, FEBRUARY 06, 2015",970 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"970 AURORA AVE
St Paul, MN
(44.954843, -93.141037)",44.954843,-93.141037,extracted
4049917,"FRIDAY, FEBRUARY 06, 2015",955 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"955 AURORA AVE
St Paul, MN
(44.954845, -93.14042)",44.954845,-93.14042,extracted
4049918,"FRIDAY, FEBRUARY 06, 2015",954 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"954 AURORA AVE
St Paul, MN
(44.954845, -93.140423)",44.954845,-93.140423,extracted
4049919,"FRIDAY, FEBRUARY 06, 2015",1769 MARSHALL AVE ,4,13,Resolved,Complaint,Garbage Rubbish,No,"1769 MARSHALL AVE
St Paul, MN
(44.948482, -93.175294)",44.948482,-93.175294,extracted
4049920,"FRIDAY, FEBRUARY 06, 2015",951 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"951 AURORA AVE
St Paul, MN
(44.954845, -93.140267)",44.954845,-93.140267,extracted
4049921,"FRIDAY, FEBRUARY 06, 2015",950 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"950 AURORA AVE
St Paul, MN
(44.954845, -93.140271)",44.954845,-93.140271,extracted
4049924,"FRIDAY, FEBRUARY 06, 2015",1184 7TH ST W,2,9,Resolved,Complaint,Snow Walk,No,"1184 7TH ST W
St Paul, MN
(44.92382, -93.132481)",44.92382,-93.132481,extracted
4049925,"FRIDAY, FEBRUARY 06, 2015",926 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"926 AURORA AVE
St Paul, MN
(44.954847, -93.139354)",44.954847,-93.139354,extracted
4049926,"FRIDAY, FEBRUARY 06, 2015",916 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"916 AURORA AVE
St Paul, MN
(44.954847, -93.13881)",44.954847,-93.13881,extracted
4049927,"FRIDAY, FEBRUARY 06, 2015",668 7TH ST W,2,9,Resolved,Complaint,Snow Walk,No,"668 7TH ST W
St Paul, MN
(44.934079, -93.117359)",44.934079,-93.117359,extracted
4049928,"FRIDAY, FEBRUARY 06, 2015",915 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"915 AURORA AVE
St Paul, MN
(44.954846, -93.138654)",44.954846,-93.138654,extracted
4049929,"FRIDAY, FEBRUARY 06, 2015",904 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"904 AURORA AVE
St Paul, MN
(44.954845, -93.138354)",44.954845,-93.138354,extracted
4049931,"FRIDAY, FEBRUARY 06, 2015",907 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"907 AURORA AVE
St Paul, MN
(44.954845, -93.138352)",44.954845,-93.138352,extracted
4049932,"FRIDAY, FEBRUARY 06, 2015",899 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"899 AURORA AVE
St Paul, MN
(44.954843, -93.138047)",44.954843,-93.138047,extracted
4049933,"FRIDAY, FEBRUARY 06, 2015",880 GERANIUM AVE E,6,5,Transfer to VB,Complaint,Snow Walk,No,"880 GERANIUM AVE E
St Paul, MN
(44.975725, -93.063231)",44.975725,-93.063231,extracted
4049934,"FRIDAY, FEBRUARY 06, 2015",895 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"895 AURORA AVE
St Paul, MN
(44.954843, -93.137897)",44.954843,-93.137897,extracted
4049935,"FRIDAY, FEBRUARY 06, 2015",89 DOUGLAS ST ,2,9,In Compliance,Complaint,Snow Walk,No,"89 DOUGLAS ST
St Paul, MN
(44.938854, -93.111022)",44.938854,-93.111022,extracted
4049936,"FRIDAY, FEBRUARY 06, 2015",891 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"891 AURORA AVE
St Paul, MN
(44.954842, -93.137744)",44.954842,-93.137744,extracted
4049937,"FRIDAY, FEBRUARY 06, 2015",875 AURORA AVE ,1,8,In Compliance,Complaint,Snow Walk,No,"875 AURORA AVE
St Paul, MN
(44.954839, -93.137141)",44.954839,-93.137141,extracted
